Year,Age,Time,Type,Country,Activity,Fatal (Y/N)
2018.0,36.0,7.0,0.0,9,336,0.0
2018.0,24.0,9.0,0.0,177,336,0.0
2018.0,38.0,13.0,0.0,145,279,0.0
2018.0,24.0,13.0,0.0,9,336,0.0
2017.0,35.0,12.0,0.0,177,336,0.0
2017.0,25.0,13.0,0.0,11,309,0.0
2017.0,24.0,13.0,0.0,184,336,0.0
2017.0,25.0,16.0,0.0,9,336,0.0
2017.0,24.0,13.0,1.0,106,62,0.0
2017.0,15.0,18.0,0.0,177,301,0.0
2017.0,24.0,13.0,0.0,177,336,0.0
2017.0,48.0,8.0,0.0,9,47,0.0
2017.0,29.0,13.0,0.0,9,32,0.0
2016.0,41.0,13.0,0.0,177,336,0.0
2016.0,24.0,18.0,0.0,9,336,0.0
2016.0,51.0,14.0,0.0,177,341,0.0
2016.0,64.0,8.0,0.0,177,341,0.0
2015.0,22.0,13.0,0.0,177,47,0.0
2015.0,25.0,19.0,0.0,177,336,0.0
2014.0,29.0,11.0,0.0,177,336,0.0
2014.0,24.0,17.0,0.0,9,336,0.0
2013.0,24.0,13.0,0.0,177,336,0.0
2013.0,13.0,13.0,0.0,177,336,0.0
2013.0,17.0,15.0,0.0,177,125,0.0
2013.0,24.0,11.0,0.0,95,378,0.0
2013.0,29.0,13.0,0.0,9,47,0.0
2013.0,24.0,13.0,1.0,9,125,0.0
2012.0,31.0,16.0,0.0,9,313,0.0
2012.0,55.0,7.0,0.0,177,227,0.0
2012.0,19.0,14.0,0.0,177,336,0.0
2012.0,37.0,11.0,0.0,177,336,0.0
2012.0,24.0,12.0,0.0,177,313,0.0
2012.0,15.0,7.0,0.0,177,227,0.0
2012.0,24.0,16.0,0.0,9,125,0.0
2011.0,14.0,13.0,0.0,9,336,0.0
2011.0,32.0,18.0,0.0,130,336,0.0
2010.0,24.0,6.0,0.0,180,35,0.0
2009.0,14.0,13.0,0.0,11,313,0.0
2009.0,16.0,13.0,0.0,145,336,1.0
2009.0,17.0,17.0,0.0,177,336,0.0
2009.0,24.0,17.0,0.0,9,336,0.0
2008.0,32.0,12.0,0.0,177,341,0.0
2008.0,19.0,12.0,0.0,177,336,0.0
2008.0,24.0,13.0,0.0,145,313,0.0
2008.0,24.0,13.0,0.0,95,336,1.0
2007.0,19.0,18.0,0.0,177,382,0.0
2007.0,24.0,13.0,1.0,177,125,0.0
2007.0,24.0,13.0,0.0,104,313,0.0
2006.0,24.0,17.0,0.0,177,341,0.0
2006.0,24.0,13.0,0.0,139,125,1.0
2005.0,24.0,13.0,0.0,177,336,0.0
2005.0,12.0,20.0,0.0,177,382,0.0
2005.0,16.0,11.0,0.0,177,336,0.0
2005.0,70.0,13.0,0.0,177,378,0.0
2004.0,17.0,15.0,0.0,177,182,0.0
2004.0,24.0,12.0,0.0,106,313,0.0
2004.0,46.0,11.0,0.0,9,279,0.0
2004.0,24.0,13.0,1.0,145,331,0.0
2003.0,13.0,13.0,0.0,177,341,0.0
2003.0,46.0,12.0,0.0,177,336,0.0
2003.0,24.0,15.0,0.0,177,336,0.0
2003.0,37.0,13.0,0.0,9,331,0.0
2003.0,24.0,13.0,0.0,51,313,0.0
2003.0,54.0,12.0,0.0,177,341,0.0
2002.0,28.0,13.0,0.0,177,336,0.0
2002.0,55.0,17.0,0.0,177,126,0.0
2001.0,36.0,13.0,1.0,9,336,0.0
2001.0,16.0,13.0,0.0,177,336,0.0
2001.0,14.0,13.0,0.0,177,341,0.0
2001.0,24.0,14.0,0.0,177,48,0.0
2000.0,55.0,6.0,0.0,177,341,0.0
1998.0,17.0,13.0,0.0,17,336,0.0
1998.0,35.0,15.0,0.0,100,360,1.0
1998.0,24.0,9.0,0.0,177,341,0.0
1995.0,18.0,15.0,0.0,166,125,0.0
1995.0,24.0,14.0,0.0,177,336,0.0
1994.0,26.0,16.0,0.0,145,47,0.0
1994.0,22.0,13.0,0.0,145,336,1.0
1994.0,15.0,15.0,0.0,177,336,0.0
1993.0,26.0,10.0,0.0,177,341,0.0
1992.0,10.0,13.0,0.0,177,324,0.0
1991.0,70.0,13.0,2.0,177,125,0.0
1991.0,30.0,17.0,0.0,130,336,0.0
1990.0,53.0,13.0,0.0,177,378,0.0
1989.0,10.0,13.0,0.0,177,47,0.0
1987.0,8.0,12.0,0.0,178,341,1.0
1987.0,18.0,13.0,0.0,9,336,0.0
1985.0,24.0,13.0,1.0,177,56,0.0
1985.0,10.0,13.0,0.0,177,242,0.0
1985.0,13.0,16.0,0.0,74,309,0.0
1985.0,20.0,11.0,0.0,145,313,0.0
1985.0,24.0,13.0,0.0,70,125,1.0
1984.0,28.0,8.0,0.0,177,303,1.0
1983.0,27.0,19.0,0.0,145,125,0.0
1981.0,24.0,13.0,0.0,177,336,1.0
1981.0,25.0,13.0,0.0,177,80,0.0
1976.0,29.0,9.0,0.0,177,97,0.0
1974.0,24.0,13.0,0.0,64,142,1.0
1972.0,24.0,13.0,0.0,130,313,1.0
1972.0,17.0,13.0,0.0,177,336,0.0
1967.0,24.0,13.0,0.0,95,341,1.0
1967.0,24.0,14.0,0.0,177,313,0.0
1967.0,24.0,4.0,0.0,137,38,0.0
1967.0,22.0,13.0,0.0,9,118,0.0
1967.0,21.0,13.0,0.0,106,140,0.0
1966.0,8.0,15.0,0.0,177,378,0.0
1965.0,25.0,15.0,0.0,145,364,0.0
1965.0,24.0,13.0,0.0,9,341,0.0
1964.0,25.0,13.0,0.0,9,123,0.0
1964.0,24.0,11.0,0.0,177,341,0.0
1964.0,24.0,13.0,0.0,121,125,1.0
1964.0,24.0,19.0,0.0,145,97,0.0
1963.0,21.0,11.0,0.0,49,125,0.0
1963.0,25.0,13.0,0.0,177,341,1.0
1962.0,39.0,8.0,0.0,177,97,0.0
1961.0,23.0,7.0,0.0,9,313,0.0
1961.0,24.0,13.0,0.0,103,76,0.0
1961.0,24.0,13.0,0.0,9,125,0.0
1961.0,24.0,13.0,1.0,9,221,0.0
1960.0,39.0,11.0,0.0,177,279,0.0
1960.0,58.0,13.0,0.0,125,97,1.0
1960.0,24.0,12.0,0.0,9,312,0.0
1959.0,30.0,17.0,1.0,177,21,0.0
1959.0,24.0,13.0,0.0,121,125,0.0
1958.0,24.0,13.0,0.0,95,305,0.0
1958.0,17.0,17.0,0.0,177,382,0.0
1956.0,24.0,13.0,0.0,121,97,0.0
1956.0,24.0,13.0,1.0,184,292,1.0
1955.0,24.0,13.0,0.0,183,341,1.0
1954.0,27.0,13.0,0.0,2,96,1.0
1954.0,30.0,16.0,0.0,9,236,0.0
1953.0,24.0,13.0,0.0,121,389,1.0
1952.0,24.0,13.0,1.0,177,44,1.0
1950.0,25.0,13.0,0.0,9,125,0.0
1950.0,24.0,13.0,0.0,104,161,0.0
1949.0,18.0,13.0,0.0,70,341,0.0
1947.0,25.0,13.0,0.0,17,341,1.0
1947.0,21.0,12.0,0.0,145,364,0.0
1944.0,24.0,13.0,0.0,177,125,0.0
1944.0,24.0,13.0,1.0,9,125,0.0
1942.0,24.0,11.0,1.0,143,117,1.0
1942.0,25.0,13.0,1.0,142,164,0.0
1942.0,24.0,13.0,1.0,184,91,0.0
1941.0,6.0,13.0,0.0,70,307,1.0
1939.0,24.0,13.0,0.0,121,96,1.0
1938.0,18.0,13.0,0.0,9,125,0.0
1938.0,24.0,13.0,0.0,145,341,0.0
1937.0,24.0,13.0,0.0,9,331,0.0
1936.0,24.0,13.0,1.0,145,126,0.0
1934.0,11.0,13.0,0.0,177,341,0.0
1933.0,24.0,13.0,1.0,36,341,1.0
1931.0,24.0,13.0,1.0,177,125,0.0
1930.0,23.0,17.0,0.0,145,341,0.0
1924.0,24.0,13.0,0.0,177,255,0.0
1924.0,24.0,13.0,0.0,145,341,0.0
1923.0,24.0,13.0,1.0,9,125,0.0
1917.0,24.0,13.0,0.0,120,341,1.0
1916.0,24.0,13.0,0.0,125,35,0.0
1916.0,24.0,15.0,0.0,9,35,0.0
1914.0,24.0,13.0,1.0,133,84,0.0
1914.0,24.0,13.0,1.0,61,44,1.0
1914.0,24.0,13.0,0.0,9,62,0.0
1912.0,24.0,13.0,0.0,106,341,0.0
1911.0,24.0,13.0,0.0,145,341,1.0
1908.0,24.0,13.0,1.0,121,0,1.0
1902.0,24.0,13.0,0.0,74,341,1.0
1898.0,24.0,13.0,1.0,49,354,0.0
1894.0,24.0,13.0,0.0,177,35,0.0
1890.0,24.0,13.0,0.0,8,357,1.0
1886.0,24.0,13.0,0.0,177,218,0.0
1885.0,24.0,13.0,1.0,177,397,0.0
1882.0,24.0,13.0,0.0,9,236,1.0
1879.0,24.0,13.0,0.0,177,131,1.0
1877.0,24.0,13.0,0.0,9,35,1.0
1872.0,24.0,13.0,0.0,68,341,1.0
1870.0,40.0,13.0,0.0,66,35,0.0
1870.0,13.0,13.0,0.0,9,125,0.0
1868.0,35.0,13.0,0.0,66,324,1.0
1863.0,24.0,20.0,0.0,9,131,0.0
1861.0,24.0,13.0,0.0,9,35,0.0
1855.0,24.0,13.0,0.0,184,35,1.0
2022.0,51.0,16.0,0.0,177,341,0.0
2022.0,24.0,10.0,0.0,177,200,0.0
2022.0,24.0,13.0,0.0,106,336,0.0
2022.0,51.0,12.0,1.0,11,97,0.0
2021.0,19.0,17.0,0.0,106,341,1.0
2020.0,20.0,15.0,0.0,177,336,0.0
2020.0,13.0,6.0,0.0,9,336,0.0
2020.0,14.0,13.0,0.0,177,336,0.0
2020.0,15.0,14.0,0.0,9,336,1.0
2020.0,16.0,16.0,0.0,177,47,0.0
2020.0,38.0,10.0,0.0,9,336,0.0
2020.0,59.0,8.0,0.0,9,336,0.0
2019.0,24.0,8.0,0.0,177,336,0.0
2018.0,43.0,13.0,0.0,75,313,1.0
2018.0,11.0,14.0,0.0,177,324,0.0
2018.0,24.0,13.0,0.0,42,279,0.0
2018.0,32.0,13.0,0.0,9,118,0.0
2018.0,24.0,9.0,0.0,11,336,0.0
2018.0,10.0,17.0,0.0,9,378,0.0
2018.0,45.0,8.0,0.0,51,336,0.0
2017.0,24.0,14.0,0.0,177,336,0.0
2017.0,40.0,16.0,0.0,153,309,0.0
2017.0,10.0,17.0,0.0,177,227,0.0
2017.0,16.0,13.0,0.0,177,341,0.0
2016.0,24.0,15.0,0.0,177,378,0.0
2016.0,24.0,13.0,1.0,177,125,0.0
2016.0,11.0,17.0,0.0,177,341,0.0
2016.0,33.0,13.0,0.0,177,378,0.0
2016.0,41.0,13.0,0.0,17,341,0.0
2016.0,24.0,14.0,0.0,177,336,0.0
2015.0,10.0,14.0,0.0,177,47,0.0
2015.0,54.0,10.0,0.0,177,336,0.0
2015.0,21.0,10.0,0.0,177,336,0.0
2015.0,22.0,7.0,1.0,177,184,0.0
2015.0,50.0,13.0,0.0,104,309,1.0
2014.0,31.0,13.0,0.0,9,313,0.0
2014.0,14.0,14.0,0.0,177,336,0.0
2014.0,12.0,13.0,0.0,177,336,0.0
2014.0,42.0,17.0,0.0,104,187,0.0
2013.0,58.0,13.0,0.0,177,309,0.0
2013.0,60.0,13.0,0.0,9,309,0.0
2013.0,45.0,15.0,0.0,177,97,0.0
2013.0,24.0,13.0,0.0,9,125,0.0
2012.0,43.0,8.0,0.0,177,336,0.0
2012.0,24.0,13.0,0.0,51,313,0.0
2012.0,24.0,9.0,0.0,9,336,1.0
2012.0,12.0,16.0,0.0,177,341,0.0
2012.0,16.0,13.0,0.0,177,341,0.0
2012.0,28.0,12.0,0.0,177,336,0.0
2012.0,26.0,13.0,0.0,9,309,0.0
2011.0,24.0,13.0,0.0,121,279,0.0
2011.0,24.0,13.0,0.0,177,336,0.0
2011.0,21.0,13.0,0.0,177,336,0.0
2011.0,54.0,12.0,0.0,11,279,0.0
2010.0,30.0,13.0,0.0,177,279,0.0
2010.0,24.0,15.0,0.0,11,336,0.0
2010.0,24.0,13.0,0.0,177,125,0.0
2010.0,24.0,16.0,0.0,9,336,0.0
2010.0,32.0,10.0,0.0,177,313,0.0
2009.0,27.0,13.0,0.0,58,313,0.0
2008.0,24.0,14.0,1.0,106,32,0.0
2007.0,23.0,18.0,0.0,177,336,0.0
2007.0,14.0,16.0,0.0,177,309,0.0
2006.0,34.0,11.0,0.0,130,336,1.0
2006.0,14.0,11.0,0.0,177,47,0.0
2006.0,24.0,15.0,0.0,177,336,0.0
2006.0,35.0,13.0,0.0,177,125,0.0
2006.0,21.0,16.0,0.0,177,336,0.0
2005.0,32.0,14.0,0.0,145,125,0.0
2005.0,18.0,13.0,0.0,177,336,0.0
2005.0,48.0,16.0,0.0,177,364,0.0
2004.0,22.0,13.0,0.0,9,309,0.0
2004.0,21.0,13.0,0.0,176,336,0.0
2004.0,24.0,3.0,1.0,42,23,1.0
2003.0,17.0,13.0,0.0,177,336,0.0
2003.0,11.0,13.0,0.0,177,182,0.0
2002.0,21.0,13.0,0.0,177,336,0.0
2002.0,9.0,17.0,0.0,177,324,0.0
2002.0,11.0,14.0,0.0,177,341,0.0
2002.0,50.0,10.0,0.0,177,336,0.0
2002.0,16.0,16.0,0.0,177,131,0.0
2001.0,44.0,13.0,0.0,177,125,0.0
2001.0,44.0,13.0,0.0,11,313,0.0
2001.0,24.0,13.0,1.0,177,125,0.0
2001.0,48.0,14.0,0.0,177,336,0.0
2001.0,18.0,14.0,0.0,177,54,0.0
2001.0,42.0,13.0,0.0,95,336,0.0
2001.0,24.0,17.0,0.0,9,336,0.0
2001.0,40.0,10.0,0.0,9,336,0.0
2000.0,31.0,22.0,1.0,9,125,0.0
2000.0,25.0,13.0,0.0,177,341,0.0
2000.0,15.0,13.0,0.0,145,336,0.0
2000.0,17.0,16.0,0.0,177,336,0.0
1999.0,39.0,19.0,0.0,177,378,0.0
1999.0,28.0,14.0,0.0,177,336,0.0
1999.0,62.0,11.0,0.0,177,47,0.0
1999.0,43.0,10.0,0.0,177,336,0.0
1997.0,33.0,13.0,0.0,95,269,1.0
1997.0,19.0,9.0,0.0,177,378,0.0
1995.0,17.0,13.0,0.0,177,336,0.0
1995.0,25.0,17.0,0.0,177,392,0.0
1994.0,24.0,13.0,0.0,177,336,0.0
1993.0,27.0,15.0,0.0,9,167,1.0
1993.0,15.0,13.0,0.0,44,336,0.0
1993.0,24.0,13.0,1.0,166,282,0.0
1992.0,30.0,17.0,0.0,177,210,0.0
1992.0,30.0,13.0,0.0,49,279,0.0
1992.0,24.0,13.0,0.0,177,331,0.0
1992.0,36.0,17.0,0.0,145,313,0.0
1991.0,24.0,16.0,0.0,177,125,1.0
1991.0,42.0,13.0,0.0,177,341,0.0
1991.0,24.0,17.0,0.0,177,299,0.0
1990.0,24.0,13.0,0.0,177,336,0.0
1989.0,31.0,13.0,0.0,9,341,0.0
1989.0,24.0,13.0,0.0,177,120,0.0
1989.0,24.0,15.0,0.0,74,392,0.0
1988.0,38.0,13.0,0.0,9,336,0.0
1988.0,24.0,18.0,0.0,130,336,0.0
1988.0,22.0,13.0,0.0,49,97,0.0
1987.0,32.0,18.0,0.0,177,47,0.0
1985.0,16.0,13.0,0.0,177,336,0.0
1983.0,29.0,10.0,0.0,145,313,0.0
1983.0,17.0,13.0,0.0,177,131,0.0
1982.0,24.0,13.0,0.0,145,125,0.0
1981.0,24.0,13.0,0.0,177,336,0.0
1981.0,15.0,13.0,0.0,177,336,0.0
1979.0,19.0,13.0,1.0,126,313,1.0
1979.0,24.0,13.0,0.0,145,125,0.0
1979.0,19.0,13.0,0.0,145,337,0.0
1978.0,27.0,13.0,0.0,177,131,0.0
1975.0,20.0,13.0,0.0,9,324,0.0
1975.0,21.0,13.0,0.0,9,336,0.0
1975.0,14.0,13.0,0.0,177,341,0.0
1975.0,29.0,13.0,0.0,9,313,0.0
1975.0,18.0,13.0,0.0,9,97,0.0
1973.0,13.0,13.0,0.0,177,336,0.0
1970.0,24.0,13.0,0.0,100,125,1.0
1969.0,24.0,13.0,0.0,177,131,0.0
1967.0,20.0,13.0,0.0,177,309,0.0
1966.0,33.0,13.0,0.0,145,162,0.0
1966.0,29.0,10.0,0.0,177,138,0.0
1965.0,24.0,13.0,0.0,149,364,1.0
1965.0,24.0,12.0,0.0,95,341,1.0
1965.0,18.0,14.0,0.0,177,279,0.0
1964.0,19.0,13.0,0.0,9,336,0.0
1963.0,20.0,13.0,0.0,106,364,0.0
1962.0,32.0,8.0,0.0,95,378,1.0
1962.0,21.0,13.0,0.0,177,324,0.0
1961.0,24.0,13.0,1.0,145,125,0.0
1960.0,24.0,13.0,1.0,129,65,1.0
1960.0,24.0,13.0,0.0,9,287,0.0
1959.0,24.0,13.0,1.0,9,125,0.0
1959.0,24.0,13.0,0.0,100,341,1.0
1959.0,26.0,13.0,0.0,177,313,1.0
1959.0,24.0,13.0,0.0,121,125,0.0
1958.0,24.0,7.0,0.0,145,341,1.0
1958.0,24.0,13.0,0.0,120,303,0.0
1957.0,24.0,13.0,0.0,121,111,1.0
1954.0,30.0,13.0,0.0,9,313,0.0
1952.0,24.0,13.0,0.0,9,210,0.0
1951.0,16.0,13.0,0.0,56,341,1.0
1951.0,23.0,13.0,0.0,9,120,0.0
1950.0,24.0,13.0,0.0,69,40,1.0
1949.0,24.0,13.0,0.0,9,331,0.0
1947.0,13.0,16.0,0.0,9,341,0.0
1946.0,14.0,13.0,0.0,66,35,0.0
1946.0,18.0,12.0,0.0,9,324,0.0
1944.0,24.0,13.0,0.0,125,234,0.0
1943.0,20.0,14.0,0.0,120,96,1.0
1940.0,17.0,13.0,0.0,9,96,0.0
1939.0,24.0,13.0,0.0,106,125,0.0
1937.0,20.0,13.0,0.0,9,125,0.0
1936.0,24.0,13.0,1.0,180,397,1.0
1936.0,24.0,13.0,0.0,9,236,0.0
1935.0,38.0,13.0,0.0,9,120,1.0
1935.0,27.0,12.0,0.0,9,341,1.0
1934.0,13.0,20.0,0.0,9,318,0.0
1934.0,38.0,13.0,0.0,9,35,1.0
1934.0,24.0,12.0,0.0,9,318,0.0
1930.0,24.0,13.0,1.0,9,125,0.0
1930.0,24.0,13.0,0.0,9,357,0.0
1930.0,38.0,13.0,0.0,151,341,0.0
1927.0,24.0,13.0,0.0,177,341,0.0
1927.0,10.0,13.0,0.0,9,341,1.0
1924.0,21.0,13.0,0.0,120,132,0.0
1923.0,24.0,13.0,0.0,9,97,0.0
1918.0,22.0,13.0,0.0,9,35,1.0
1918.0,24.0,18.0,0.0,9,336,0.0
1916.0,41.0,9.0,0.0,9,349,1.0
1915.0,24.0,13.0,0.0,9,35,0.0
1913.0,12.0,13.0,0.0,9,341,0.0
1907.0,24.0,13.0,0.0,35,341,1.0
1906.0,24.0,13.0,0.0,9,295,0.0
1904.0,24.0,13.0,0.0,177,273,0.0
1896.0,24.0,13.0,0.0,152,97,0.0
1887.0,24.0,13.0,1.0,9,265,0.0
1886.0,24.0,13.0,0.0,9,273,0.0
1881.0,24.0,13.0,0.0,177,341,0.0
1876.0,24.0,13.0,0.0,56,97,1.0
1860.0,24.0,13.0,0.0,106,341,0.0
1858.0,24.0,13.0,0.0,166,181,1.0
1853.0,24.0,13.0,0.0,9,120,1.0
1827.0,24.0,13.0,0.0,139,341,0.0
2023.0,24.0,13.0,0.0,177,123,0.0
2023.0,16.0,15.0,0.0,9,341,1.0
2022.0,40.0,13.0,0.0,177,292,0.0
2022.0,58.0,14.0,0.0,11,309,1.0
2022.0,35.0,20.0,0.0,177,341,0.0
2022.0,32.0,13.0,0.0,9,230,0.0
2022.0,24.0,13.0,0.0,9,341,0.0
2021.0,14.0,13.0,0.0,95,97,0.0
2021.0,8.0,16.0,0.0,177,324,0.0
2020.0,52.0,10.0,0.0,9,336,1.0
2020.0,55.0,16.0,0.0,177,125,0.0
2020.0,36.0,14.0,0.0,9,313,1.0
2020.0,26.0,13.0,0.0,177,336,1.0
2019.0,24.0,7.0,0.0,145,331,0.0
2019.0,23.0,13.0,0.0,177,336,0.0
2019.0,17.0,12.0,0.0,177,324,0.0
2018.0,24.0,11.0,0.0,106,313,0.0
2018.0,14.0,20.0,0.0,177,341,0.0
2018.0,10.0,13.0,0.0,177,54,0.0
2018.0,29.0,13.0,0.0,177,47,0.0
2017.0,35.0,16.0,0.0,177,336,0.0
2017.0,26.0,10.0,0.0,9,313,0.0
2017.0,24.0,13.0,0.0,17,149,0.0
2017.0,55.0,12.0,0.0,9,279,0.0
2016.0,16.0,17.0,0.0,177,336,0.0
2016.0,58.0,10.0,0.0,177,131,0.0
2016.0,61.0,17.0,0.0,177,187,0.0
2016.0,34.0,22.0,0.0,9,125,0.0
2016.0,24.0,6.0,0.0,177,336,0.0
2016.0,6.0,17.0,0.0,177,131,0.0
2016.0,39.0,13.0,0.0,106,125,0.0
2016.0,22.0,13.0,0.0,51,313,0.0
2015.0,24.0,11.0,0.0,177,341,0.0
2015.0,50.0,13.0,0.0,9,313,0.0
2015.0,35.0,13.0,0.0,100,125,1.0
2015.0,14.0,16.0,0.0,177,336,0.0
2015.0,22.0,18.0,0.0,130,341,1.0
2014.0,39.0,9.0,0.0,9,47,0.0
2013.0,24.0,10.0,0.0,9,97,0.0
2013.0,12.0,15.0,0.0,177,378,0.0
2013.0,24.0,13.0,0.0,177,336,0.0
2013.0,33.0,13.0,0.0,39,341,1.0
2012.0,30.0,8.0,0.0,177,97,0.0
2012.0,24.0,13.0,0.0,177,341,0.0
2012.0,29.0,12.0,0.0,9,336,0.0
2011.0,63.0,6.0,0.0,9,336,0.0
2011.0,43.0,13.0,1.0,125,282,0.0
2011.0,24.0,13.0,0.0,31,313,0.0
2011.0,17.0,15.0,0.0,9,385,0.0
2011.0,24.0,13.0,0.0,9,381,0.0
2011.0,24.0,10.0,0.0,9,125,0.0
2010.0,29.0,16.0,0.0,177,336,0.0
2010.0,24.0,19.0,0.0,9,125,0.0
2010.0,20.0,16.0,0.0,177,336,0.0
2010.0,13.0,13.0,0.0,177,341,0.0
2010.0,24.0,16.0,0.0,9,336,0.0
2010.0,10.0,10.0,0.0,177,378,0.0
2009.0,23.0,13.0,0.0,125,341,0.0
2009.0,19.0,11.0,0.0,104,336,1.0
2009.0,25.0,14.0,0.0,145,341,1.0
2008.0,43.0,12.0,0.0,177,336,0.0
2008.0,8.0,13.0,0.0,177,180,0.0
2007.0,23.0,13.0,0.0,104,341,1.0
2007.0,24.0,10.0,1.0,177,184,0.0
2006.0,15.0,13.0,0.0,177,125,0.0
2006.0,18.0,12.0,0.0,177,242,0.0
2006.0,15.0,17.0,0.0,9,336,0.0
2006.0,21.0,17.0,0.0,9,341,1.0
2005.0,30.0,12.0,0.0,177,336,0.0
2005.0,22.0,18.0,0.0,177,336,0.0
2005.0,24.0,13.0,1.0,177,282,0.0
2004.0,18.0,15.0,0.0,9,281,1.0
2004.0,38.0,13.0,0.0,9,313,1.0
2004.0,16.0,15.0,0.0,177,336,0.0
2003.0,45.0,13.0,0.0,106,341,1.0
2003.0,15.0,11.0,0.0,177,336,0.0
2002.0,24.0,13.0,0.0,177,125,0.0
2002.0,19.0,15.0,0.0,17,341,0.0
2001.0,24.0,17.0,0.0,177,336,0.0
2001.0,35.0,18.0,0.0,177,131,0.0
2001.0,55.0,13.0,0.0,36,341,0.0
2000.0,18.0,13.0,0.0,145,336,0.0
2000.0,55.0,12.0,0.0,177,314,0.0
2000.0,24.0,13.0,1.0,9,265,0.0
1999.0,24.0,13.0,0.0,104,313,0.0
1998.0,52.0,13.0,0.0,76,125,0.0
1998.0,24.0,13.0,0.0,130,97,0.0
1998.0,21.0,13.0,0.0,145,336,0.0
1998.0,24.0,13.0,0.0,9,336,0.0
1997.0,39.0,14.0,0.0,145,313,1.0
1997.0,24.0,13.0,0.0,11,313,0.0
1996.0,29.0,7.0,0.0,145,313,0.0
1996.0,27.0,11.0,0.0,177,336,0.0
1996.0,24.0,13.0,1.0,40,52,1.0
1995.0,45.0,13.0,0.0,64,341,1.0
1994.0,24.0,16.0,0.0,177,336,0.0
1993.0,30.0,13.0,0.0,177,341,0.0
1993.0,26.0,16.0,0.0,177,336,0.0
1993.0,12.0,18.0,0.0,177,242,0.0
1991.0,36.0,13.0,0.0,9,124,0.0
1991.0,23.0,13.0,0.0,177,341,0.0
1991.0,10.0,16.0,0.0,177,378,0.0
1991.0,35.0,8.0,0.0,9,341,0.0
1988.0,62.0,13.0,1.0,9,354,1.0
1988.0,24.0,18.0,0.0,177,341,0.0
1988.0,17.0,16.0,0.0,145,336,0.0
1987.0,35.0,13.0,0.0,11,309,0.0
1986.0,32.0,11.0,0.0,145,251,0.0
1980.0,29.0,15.0,0.0,177,336,0.0
1980.0,24.0,11.0,0.0,27,167,1.0
1979.0,32.0,13.0,0.0,147,97,0.0
1978.0,24.0,13.0,0.0,177,336,0.0
1974.0,19.0,15.0,0.0,145,324,0.0
1974.0,32.0,13.0,0.0,100,341,1.0
1972.0,19.0,17.0,0.0,100,341,1.0
1972.0,20.0,13.0,0.0,145,341,1.0
1970.0,24.0,13.0,1.0,125,212,1.0
1969.0,28.0,13.0,0.0,177,125,0.0
1968.0,15.0,17.0,0.0,177,324,0.0
1968.0,33.0,13.0,0.0,177,313,0.0
1968.0,24.0,13.0,0.0,11,308,1.0
1968.0,17.0,13.0,0.0,177,336,0.0
1965.0,24.0,13.0,0.0,11,242,1.0
1964.0,10.0,13.0,0.0,80,125,1.0
1964.0,24.0,13.0,0.0,145,331,0.0
1963.0,24.0,11.0,0.0,177,353,0.0
1963.0,24.0,13.0,0.0,9,287,0.0
1962.0,29.0,10.0,0.0,177,313,0.0
1962.0,24.0,13.0,1.0,145,125,0.0
1961.0,38.0,17.0,0.0,177,217,0.0
1961.0,24.0,12.0,0.0,9,313,0.0
1961.0,24.0,13.0,1.0,8,226,1.0
1960.0,24.0,13.0,0.0,9,314,0.0
1960.0,41.0,12.0,0.0,177,126,0.0
1960.0,17.0,13.0,0.0,9,336,0.0
1959.0,21.0,10.0,0.0,177,341,0.0
1959.0,32.0,13.0,0.0,177,313,0.0
1959.0,20.0,13.0,0.0,9,395,0.0
1958.0,24.0,13.0,0.0,121,313,1.0
1957.0,24.0,13.0,0.0,9,313,0.0
1956.0,10.0,16.0,0.0,177,341,0.0
1956.0,38.0,13.0,0.0,177,125,0.0
1956.0,23.0,13.0,1.0,126,207,1.0
1955.0,16.0,13.0,0.0,177,341,0.0
1955.0,24.0,13.0,0.0,121,313,0.0
1954.0,28.0,13.0,0.0,140,75,1.0
1954.0,24.0,13.0,0.0,56,341,1.0
1951.0,21.0,16.0,0.0,9,364,1.0
1951.0,24.0,13.0,0.0,125,294,1.0
1949.0,21.0,13.0,0.0,9,341,0.0
1949.0,13.0,13.0,0.0,9,35,1.0
1942.0,24.0,13.0,1.0,14,16,1.0
1942.0,24.0,13.0,1.0,69,64,1.0
1942.0,24.0,13.0,1.0,150,95,0.0
1939.0,33.0,13.0,0.0,177,125,0.0
1936.0,24.0,13.0,0.0,9,341,1.0
1935.0,22.0,15.0,0.0,35,341,1.0
1932.0,24.0,13.0,1.0,22,126,0.0
1931.0,24.0,13.0,0.0,9,126,0.0
1930.0,18.0,16.0,0.0,9,97,1.0
1929.0,24.0,13.0,0.0,9,236,0.0
1926.0,17.0,13.0,0.0,9,35,0.0
1924.0,24.0,13.0,0.0,51,236,0.0
1924.0,24.0,13.0,0.0,9,35,0.0
1923.0,24.0,1.0,0.0,61,125,0.0
1922.0,21.0,11.0,0.0,9,35,1.0
1917.0,24.0,13.0,0.0,100,397,1.0
1912.0,24.0,13.0,0.0,142,35,1.0
1910.0,24.0,13.0,0.0,9,35,0.0
1907.0,55.0,13.0,0.0,106,324,1.0
1906.0,17.0,13.0,0.0,9,97,1.0
1906.0,30.0,12.0,0.0,145,385,1.0
1903.0,24.0,13.0,0.0,34,319,1.0
1901.0,24.0,13.0,0.0,177,35,0.0
