Year,Age,Time,outlier,Type,Country_group,Activity_group,Fatal (Y/N)
1961.0,23.0,9.0,1,0.0,0,2,1.0
1960.0,24.0,14.0,1,1.0,5,0,0.0
1960.0,24.0,14.0,1,0.0,5,2,0.0
1960.0,24.0,2.0,-1,1.0,0,3,0.0
1959.0,19.0,14.0,1,0.0,5,0,0.0
1958.0,14.0,14.0,1,0.0,5,1,1.0
1958.0,28.0,11.0,1,0.0,5,3,1.0
1957.0,15.0,16.0,1,0.0,5,1,1.0
1956.0,24.0,14.0,1,1.0,5,3,1.0
1956.0,25.0,14.0,1,0.0,5,0,0.0
1956.0,15.0,14.0,1,0.0,5,1,1.0
1955.0,24.0,14.0,1,0.0,5,2,1.0
1954.0,24.0,14.0,1,1.0,5,3,0.0
1954.0,35.0,14.0,1,0.0,0,3,0.0
1953.0,24.0,14.0,1,1.0,0,3,0.0
1953.0,24.0,14.0,1,0.0,5,3,1.0
1952.0,24.0,14.0,1,0.0,5,0,0.0
1952.0,24.0,14.0,1,0.0,5,2,1.0
1951.0,19.0,16.0,1,0.0,5,1,1.0
1950.0,31.0,12.0,1,0.0,0,0,0.0
1950.0,16.0,14.0,1,0.0,0,1,0.0
1950.0,25.0,9.0,1,1.0,0,3,1.0
1948.0,38.0,14.0,1,0.0,5,2,0.0
1947.0,24.0,14.0,1,1.0,5,3,0.0
1946.0,12.0,14.0,1,0.0,5,3,0.0
1944.0,24.0,14.0,1,1.0,5,1,1.0
1944.0,24.0,14.0,1,1.0,5,3,0.0
1943.0,24.0,14.0,1,0.0,0,2,0.0
1942.0,19.0,14.0,1,1.0,5,3,0.0
1940.0,24.0,14.0,1,0.0,0,1,0.0
1940.0,13.0,10.0,-1,0.0,5,1,1.0
1938.0,24.0,14.0,1,0.0,5,1,1.0
1936.0,24.0,14.0,1,1.0,5,3,0.0
1935.0,24.0,14.0,1,0.0,5,1,1.0
1934.0,19.0,16.0,1,0.0,5,1,1.0
1934.0,24.0,14.0,1,1.0,5,2,0.0
1933.0,24.0,14.0,1,0.0,5,2,0.0
1932.0,24.0,14.0,1,0.0,5,3,0.0
1932.0,24.0,14.0,1,0.0,5,3,1.0
1931.0,24.0,14.0,1,0.0,5,1,1.0
1930.0,24.0,14.0,1,1.0,5,3,0.0
1929.0,16.0,14.0,1,0.0,5,3,1.0
1929.0,24.0,14.0,1,0.0,5,1,1.0
1929.0,26.0,12.0,1,0.0,0,1,0.0
1929.0,9.0,14.0,1,0.0,5,0,0.0
1928.0,17.0,10.0,1,0.0,5,1,1.0
1927.0,17.0,11.0,1,0.0,5,1,1.0
1927.0,70.0,14.0,1,0.0,5,2,0.0
1924.0,22.0,15.0,1,0.0,5,1,1.0
1922.0,24.0,18.0,1,0.0,5,1,0.0
1919.0,24.0,14.0,1,0.0,5,0,1.0
1916.0,24.0,14.0,1,0.0,0,1,0.0
1914.0,24.0,14.0,1,0.0,5,1,0.0
1913.0,24.0,14.0,1,0.0,5,3,1.0
1913.0,24.0,14.0,1,0.0,5,3,0.0
1911.0,24.0,14.0,1,0.0,0,1,0.0
1910.0,24.0,18.0,1,0.0,5,1,0.0
1908.0,24.0,14.0,1,0.0,5,3,1.0
1907.0,24.0,14.0,1,0.0,5,1,1.0
1906.0,24.0,14.0,1,0.0,5,1,1.0
1904.0,24.0,14.0,1,0.0,5,0,1.0
1904.0,24.0,14.0,1,0.0,5,1,1.0
1899.0,24.0,14.0,1,0.0,5,2,0.0
1898.0,24.0,14.0,1,0.0,0,0,1.0
1898.0,24.0,14.0,1,0.0,5,3,0.0
1898.0,24.0,15.0,1,0.0,0,1,0.0
1895.0,24.0,14.0,1,0.0,5,3,0.0
1888.0,24.0,14.0,1,0.0,5,3,1.0
1887.0,24.0,14.0,1,1.0,5,3,1.0
1885.0,24.0,14.0,1,1.0,0,3,1.0
1883.0,24.0,14.0,1,0.0,5,3,1.0
1880.0,20.0,11.0,-1,0.0,5,3,0.0
1860.0,24.0,14.0,1,0.0,5,1,1.0
1853.0,24.0,14.0,-1,0.0,0,3,0.0
1852.0,24.0,14.0,-1,0.0,5,0,1.0
1850.0,24.0,14.0,-1,0.0,0,1,1.0
1849.0,24.0,14.0,-1,0.0,5,1,1.0
1841.0,24.0,14.0,-1,0.0,5,1,1.0
1837.0,24.0,18.0,-1,0.0,0,1,0.0
1837.0,12.0,18.0,-1,0.0,5,3,1.0
2023.0,22.0,15.0,1,0.0,0,2,0.0
2023.0,42.0,11.0,1,0.0,5,2,1.0
2023.0,22.0,15.0,1,0.0,5,3,0.0
2022.0,26.0,14.0,1,0.0,0,2,0.0
2022.0,56.0,16.0,1,0.0,0,3,0.0
2022.0,20.0,15.0,1,0.0,0,0,0.0
2022.0,42.0,6.0,-1,0.0,5,3,0.0
2021.0,24.0,10.0,1,0.0,5,2,0.0
2021.0,24.0,11.0,1,0.0,0,1,0.0
2021.0,51.0,13.0,1,0.0,5,1,1.0
2021.0,52.0,14.0,1,0.0,5,0,0.0
2020.0,30.0,10.0,1,0.0,0,3,0.0
2020.0,54.0,14.0,1,1.0,0,0,0.0
2020.0,24.0,12.0,1,0.0,0,0,0.0
2020.0,24.0,9.0,1,0.0,0,0,0.0
2019.0,21.0,14.0,1,0.0,5,3,1.0
2019.0,43.0,14.0,1,0.0,5,2,1.0
2018.0,36.0,7.0,1,0.0,5,0,0.0
2018.0,24.0,9.0,1,0.0,0,0,0.0
2018.0,38.0,14.0,1,0.0,5,3,0.0
2018.0,24.0,14.0,1,0.0,5,0,0.0
2017.0,35.0,12.0,1,0.0,0,0,0.0
2017.0,25.0,14.0,1,0.0,5,3,0.0
2017.0,24.0,14.0,1,0.0,5,0,0.0
2017.0,25.0,16.0,1,0.0,5,0,0.0
2017.0,25.0,15.0,1,1.0,5,3,0.0
2017.0,24.0,14.0,1,1.0,5,3,0.0
2017.0,15.0,18.0,1,0.0,0,0,0.0
2017.0,24.0,9.0,1,0.0,0,0,0.0
2017.0,48.0,8.0,1,0.0,5,0,0.0
2017.0,29.0,14.0,1,0.0,5,3,0.0
2016.0,41.0,15.0,1,0.0,0,0,0.0
2016.0,24.0,18.0,1,0.0,5,0,0.0
2016.0,51.0,14.0,1,0.0,0,1,0.0
2016.0,64.0,8.0,1,0.0,0,1,0.0
2016.0,24.0,14.0,1,0.0,5,2,0.0
2016.0,24.0,14.0,1,0.0,0,3,0.0
2015.0,22.0,13.0,1,0.0,0,0,0.0
2015.0,25.0,19.0,1,0.0,0,0,0.0
2014.0,29.0,11.0,1,0.0,0,0,0.0
2014.0,24.0,17.0,1,0.0,5,0,0.0
2013.0,24.0,14.0,1,0.0,0,0,0.0
2013.0,13.0,13.0,1,0.0,0,0,0.0
2013.0,47.0,14.0,1,1.0,0,1,0.0
2013.0,17.0,15.0,1,0.0,0,2,0.0
2013.0,24.0,11.0,1,0.0,5,1,0.0
2013.0,29.0,14.0,1,0.0,5,0,0.0
2013.0,41.0,14.0,1,0.0,5,3,1.0
2013.0,24.0,14.0,1,1.0,5,2,0.0
2012.0,31.0,16.0,1,0.0,5,2,0.0
2012.0,55.0,7.0,1,0.0,0,0,0.0
2012.0,19.0,14.0,1,0.0,0,0,0.0
2012.0,37.0,11.0,1,0.0,0,0,0.0
2012.0,24.0,12.0,1,0.0,0,2,0.0
2012.0,15.0,7.0,-1,0.0,0,0,0.0
2012.0,24.0,16.0,1,0.0,5,2,0.0
2011.0,14.0,14.0,1,0.0,5,0,0.0
2011.0,32.0,18.0,1,0.0,5,0,0.0
2010.0,24.0,17.0,1,0.0,5,3,0.0
2010.0,24.0,6.0,1,0.0,5,1,0.0
2009.0,24.0,14.0,1,0.0,5,3,0.0
2009.0,14.0,14.0,1,0.0,5,2,0.0
2009.0,16.0,15.0,1,0.0,5,0,1.0
2009.0,17.0,17.0,1,0.0,0,0,0.0
2009.0,24.0,17.0,1,0.0,5,0,0.0
2008.0,32.0,12.0,1,0.0,0,1,0.0
2008.0,19.0,12.0,1,0.0,0,0,0.0
2008.0,24.0,14.0,1,0.0,5,2,0.0
2008.0,24.0,15.0,1,0.0,5,0,1.0
2007.0,19.0,18.0,1,0.0,0,0,0.0
2007.0,24.0,14.0,1,1.0,0,2,0.0
2007.0,24.0,14.0,1,0.0,5,2,0.0
2006.0,24.0,17.0,1,0.0,0,1,0.0
2006.0,24.0,14.0,1,1.0,0,3,0.0
2006.0,24.0,14.0,1,0.0,5,2,1.0
2005.0,24.0,14.0,1,0.0,0,0,0.0
2005.0,12.0,20.0,1,0.0,0,3,0.0
2005.0,16.0,11.0,1,0.0,0,0,0.0
2005.0,70.0,14.0,1,0.0,0,1,0.0
2004.0,17.0,15.0,1,0.0,0,3,0.0
2004.0,24.0,12.0,1,0.0,5,2,0.0
2004.0,46.0,11.0,1,0.0,5,3,0.0
2004.0,24.0,14.0,1,1.0,5,0,0.0
2003.0,13.0,13.0,1,0.0,0,1,0.0
2003.0,46.0,12.0,1,0.0,0,0,0.0
2003.0,24.0,15.0,1,0.0,0,0,0.0
2003.0,37.0,14.0,1,0.0,5,0,0.0
2003.0,24.0,14.0,1,0.0,5,2,0.0
2003.0,54.0,12.0,1,0.0,0,1,0.0
2002.0,28.0,13.0,1,0.0,0,0,0.0
2002.0,55.0,17.0,1,0.0,0,2,0.0
2001.0,36.0,9.0,1,1.0,5,0,0.0
2001.0,16.0,13.0,1,0.0,0,0,0.0
2001.0,14.0,14.0,1,0.0,0,1,0.0
2001.0,24.0,14.0,1,0.0,0,0,0.0
2000.0,55.0,6.0,-1,0.0,0,1,0.0
1998.0,17.0,14.0,1,0.0,5,0,0.0
1998.0,35.0,15.0,1,0.0,5,3,1.0
1998.0,24.0,9.0,1,0.0,0,1,0.0
1995.0,24.0,14.0,1,1.0,0,3,0.0
1995.0,18.0,15.0,1,0.0,5,2,0.0
1995.0,24.0,14.0,1,0.0,0,0,0.0
1995.0,33.0,14.0,1,1.0,5,3,0.0
1994.0,26.0,16.0,1,0.0,5,0,0.0
1994.0,22.0,13.0,1,0.0,5,0,1.0
1994.0,15.0,15.0,1,0.0,0,0,0.0
1993.0,26.0,10.0,1,0.0,0,1,0.0
1992.0,10.0,14.0,1,0.0,0,1,0.0
1991.0,70.0,14.0,1,2.0,0,2,0.0
1991.0,30.0,17.0,1,0.0,5,0,0.0
1990.0,53.0,18.0,1,0.0,0,1,0.0
1989.0,27.0,14.0,1,1.0,5,1,0.0
1989.0,24.0,10.0,1,1.0,0,3,0.0
1989.0,10.0,14.0,1,0.0,0,0,0.0
1987.0,8.0,12.0,1,0.0,5,1,1.0
1987.0,18.0,14.0,1,0.0,5,0,0.0
1985.0,24.0,14.0,1,0.0,0,3,0.0
1985.0,24.0,14.0,1,1.0,0,2,0.0
1985.0,10.0,14.0,1,0.0,0,3,0.0
1985.0,13.0,16.0,1,0.0,5,3,0.0
1985.0,20.0,11.0,1,0.0,5,2,0.0
1985.0,24.0,14.0,1,0.0,5,2,1.0
1984.0,28.0,8.0,1,0.0,0,3,1.0
1983.0,27.0,19.0,1,0.0,5,2,0.0
1982.0,17.0,10.0,1,1.0,0,0,0.0
1981.0,24.0,18.0,1,0.0,0,0,1.0
1981.0,25.0,14.0,1,0.0,0,2,0.0
1978.0,24.0,14.0,1,0.0,5,3,0.0
1976.0,29.0,9.0,1,0.0,0,3,0.0
1976.0,24.0,14.0,1,0.0,5,3,0.0
1974.0,24.0,14.0,1,0.0,5,1,1.0
1972.0,24.0,14.0,1,0.0,5,2,1.0
1972.0,17.0,14.0,1,0.0,0,0,0.0
1967.0,24.0,14.0,1,0.0,5,1,1.0
1967.0,24.0,14.0,1,0.0,0,2,0.0
1967.0,24.0,4.0,-1,0.0,5,3,0.0
1967.0,22.0,15.0,1,0.0,5,3,0.0
1967.0,21.0,15.0,1,0.0,5,3,0.0
1966.0,8.0,15.0,1,0.0,0,1,0.0
1965.0,24.0,14.0,1,1.0,5,3,0.0
1965.0,25.0,15.0,1,0.0,5,3,0.0
1965.0,24.0,14.0,1,0.0,5,1,0.0
1964.0,25.0,14.0,1,0.0,5,3,0.0
1964.0,24.0,11.0,1,0.0,0,1,0.0
1964.0,24.0,14.0,1,1.0,0,3,0.0
1964.0,24.0,14.0,1,0.0,5,2,1.0
1964.0,24.0,19.0,1,0.0,5,3,0.0
1963.0,21.0,11.0,1,0.0,5,2,0.0
1963.0,25.0,13.0,1,0.0,0,1,1.0
1962.0,39.0,8.0,1,0.0,0,3,0.0
1961.0,23.0,7.0,1,0.0,5,2,0.0
1961.0,24.0,14.0,1,0.0,5,2,0.0
1961.0,24.0,14.0,1,0.0,5,2,0.0
1961.0,24.0,14.0,1,1.0,5,3,0.0
1960.0,39.0,11.0,1,0.0,0,3,0.0
1960.0,58.0,9.0,1,0.0,5,0,1.0
1960.0,24.0,12.0,1,0.0,5,2,0.0
1959.0,24.0,14.0,1,1.0,5,2,0.0
1959.0,29.0,14.0,1,1.0,5,3,0.0
1959.0,30.0,17.0,1,1.0,0,3,0.0
1959.0,24.0,14.0,1,0.0,5,2,0.0
1958.0,24.0,14.0,1,0.0,5,3,0.0
1958.0,17.0,17.0,1,0.0,0,3,0.0
1957.0,22.0,17.0,1,0.0,5,3,1.0
1957.0,24.0,14.0,1,0.0,5,3,0.0
1956.0,24.0,14.0,1,0.0,5,3,0.0
1956.0,24.0,14.0,1,1.0,5,3,1.0
1956.0,24.0,14.0,1,0.0,5,3,1.0
1955.0,24.0,14.0,1,0.0,5,1,1.0
1954.0,27.0,14.0,1,0.0,5,0,1.0
1954.0,30.0,16.0,1,0.0,5,3,0.0
1953.0,24.0,14.0,1,0.0,5,3,1.0
1952.0,24.0,14.0,1,1.0,0,3,1.0
1951.0,24.0,14.0,1,1.0,5,3,0.0
1951.0,24.0,14.0,1,1.0,5,3,0.0
1950.0,25.0,22.0,1,0.0,5,2,0.0
1950.0,24.0,14.0,1,0.0,5,3,0.0
1949.0,18.0,14.0,1,0.0,5,1,0.0
1947.0,25.0,14.0,1,0.0,5,1,1.0
1947.0,21.0,12.0,1,0.0,5,3,0.0
1944.0,24.0,14.0,1,0.0,0,2,0.0
1944.0,24.0,14.0,1,1.0,5,2,0.0
1944.0,24.0,14.0,1,0.0,5,3,0.0
1942.0,24.0,11.0,1,1.0,5,3,1.0
1942.0,25.0,14.0,1,1.0,5,3,0.0
1942.0,24.0,14.0,1,1.0,5,3,0.0
1941.0,6.0,14.0,1,0.0,5,3,1.0
1939.0,24.0,14.0,1,0.0,5,3,1.0
1938.0,18.0,15.0,1,0.0,5,2,0.0
1938.0,24.0,14.0,1,0.0,5,1,0.0
1937.0,24.0,14.0,1,0.0,5,0,0.0
1936.0,24.0,14.0,1,1.0,5,2,0.0
1935.0,24.0,14.0,1,0.0,0,3,0.0
1934.0,11.0,14.0,1,0.0,0,1,0.0
1933.0,50.0,14.0,1,0.0,0,3,0.0
1933.0,24.0,14.0,1,1.0,5,1,1.0
1932.0,24.0,14.0,1,0.0,5,3,0.0
1931.0,24.0,14.0,1,1.0,0,2,0.0
1930.0,23.0,17.0,1,0.0,5,1,0.0
1928.0,24.0,22.0,1,1.0,0,1,0.0
1924.0,24.0,18.0,1,0.0,0,3,0.0
1924.0,24.0,15.0,1,0.0,5,1,0.0
1923.0,24.0,14.0,1,1.0,5,2,0.0
1917.0,24.0,14.0,1,0.0,5,1,1.0
1916.0,24.0,14.0,1,0.0,5,1,0.0
1916.0,24.0,15.0,1,0.0,5,1,0.0
1914.0,24.0,14.0,1,1.0,5,0,0.0
1914.0,24.0,14.0,1,1.0,5,3,1.0
1914.0,24.0,14.0,1,0.0,5,3,0.0
1912.0,24.0,14.0,1,0.0,5,1,0.0
1911.0,24.0,14.0,1,0.0,5,1,1.0
1908.0,24.0,14.0,1,1.0,5,3,1.0
1902.0,24.0,14.0,1,0.0,5,1,1.0
1898.0,24.0,14.0,1,1.0,5,3,0.0
1894.0,24.0,14.0,1,0.0,0,1,0.0
1893.0,24.0,14.0,1,0.0,5,3,0.0
1890.0,24.0,14.0,1,0.0,5,0,1.0
1886.0,24.0,14.0,1,0.0,0,3,0.0
1885.0,24.0,14.0,1,1.0,0,3,0.0
1882.0,24.0,14.0,1,0.0,5,3,1.0
1880.0,24.0,14.0,1,1.0,0,3,0.0
1879.0,24.0,14.0,1,0.0,0,3,1.0
1878.0,24.0,14.0,1,0.0,5,3,1.0
1877.0,24.0,14.0,1,0.0,5,1,1.0
1872.0,24.0,14.0,1,0.0,5,1,1.0
1870.0,40.0,14.0,-1,0.0,5,1,0.0
1870.0,13.0,14.0,-1,0.0,5,2,0.0
1868.0,35.0,14.0,-1,0.0,5,1,1.0
1863.0,24.0,20.0,-1,0.0,5,3,0.0
1861.0,24.0,14.0,1,0.0,5,1,0.0
1855.0,24.0,14.0,-1,0.0,5,1,1.0
1818.0,24.0,14.0,-1,1.0,5,3,0.0
1808.0,24.0,14.0,-1,1.0,5,3,0.0
2022.0,51.0,16.0,1,0.0,0,1,0.0
2022.0,24.0,10.0,1,0.0,0,3,0.0
2022.0,24.0,14.0,1,0.0,5,0,0.0
2022.0,51.0,12.0,1,1.0,5,3,0.0
2021.0,24.0,14.0,1,0.0,5,3,0.0
2021.0,19.0,17.0,1,0.0,5,1,1.0
2020.0,20.0,15.0,1,0.0,0,0,0.0
2020.0,13.0,6.0,-1,0.0,5,0,0.0
2020.0,14.0,9.0,1,0.0,0,0,0.0
2020.0,15.0,14.0,1,0.0,5,0,1.0
2020.0,16.0,16.0,1,0.0,0,0,0.0
2020.0,38.0,10.0,1,0.0,5,0,0.0
2020.0,59.0,8.0,1,0.0,5,0,0.0
2019.0,24.0,8.0,1,0.0,0,0,0.0
2018.0,43.0,14.0,1,0.0,5,2,1.0
2018.0,24.0,14.0,1,2.0,0,3,0.0
2018.0,11.0,14.0,1,0.0,0,1,0.0
2018.0,24.0,14.0,1,0.0,5,3,0.0
2018.0,32.0,9.0,1,0.0,5,3,0.0
2018.0,24.0,9.0,1,0.0,5,0,0.0
2018.0,10.0,17.0,1,0.0,5,1,0.0
2018.0,45.0,8.0,1,0.0,5,0,0.0
2017.0,24.0,14.0,1,0.0,0,0,0.0
2017.0,40.0,12.0,1,0.0,0,3,0.0
2017.0,40.0,16.0,1,0.0,5,3,0.0
2017.0,10.0,17.0,1,0.0,0,0,0.0
2017.0,16.0,14.0,1,0.0,0,1,0.0
2016.0,24.0,15.0,1,0.0,0,1,0.0
2016.0,24.0,14.0,1,1.0,0,2,0.0
2016.0,11.0,17.0,1,0.0,0,1,0.0
2016.0,33.0,14.0,1,0.0,0,1,0.0
2016.0,41.0,14.0,1,0.0,5,1,0.0
2016.0,24.0,14.0,1,0.0,0,0,0.0
2015.0,10.0,14.0,1,0.0,0,0,0.0
2015.0,54.0,10.0,1,0.0,0,0,0.0
2015.0,21.0,10.0,1,0.0,0,0,0.0
2015.0,22.0,7.0,1,1.0,0,2,0.0
2015.0,50.0,14.0,1,0.0,5,3,1.0
2014.0,31.0,14.0,1,0.0,5,2,0.0
2014.0,24.0,14.0,1,1.0,5,3,0.0
2014.0,14.0,14.0,1,0.0,0,0,0.0
2014.0,12.0,14.0,1,0.0,0,0,0.0
2014.0,42.0,17.0,1,0.0,5,0,0.0
2013.0,58.0,13.0,1,0.0,0,3,0.0
2013.0,60.0,15.0,1,0.0,5,3,0.0
2013.0,45.0,15.0,1,0.0,0,3,0.0
2013.0,24.0,14.0,1,0.0,5,2,0.0
2012.0,43.0,8.0,1,0.0,0,0,0.0
2012.0,24.0,14.0,1,0.0,5,2,0.0
2012.0,24.0,9.0,1,0.0,5,0,1.0
2012.0,12.0,16.0,1,0.0,0,1,0.0
2012.0,16.0,13.0,1,0.0,0,1,0.0
2012.0,28.0,12.0,1,0.0,0,0,0.0
2012.0,26.0,15.0,1,0.0,5,3,0.0
2011.0,24.0,14.0,1,0.0,5,3,0.0
2011.0,24.0,13.0,1,0.0,0,0,0.0
2011.0,21.0,14.0,1,0.0,0,0,0.0
2011.0,10.0,15.0,1,0.0,0,3,0.0
2011.0,54.0,12.0,1,0.0,5,3,0.0
2010.0,30.0,15.0,1,0.0,0,3,0.0
2010.0,24.0,15.0,1,0.0,5,0,0.0
2010.0,24.0,14.0,1,0.0,0,2,0.0
2010.0,24.0,16.0,1,0.0,5,0,0.0
2010.0,24.0,14.0,1,0.0,5,3,0.0
2010.0,32.0,10.0,1,0.0,0,2,0.0
2009.0,27.0,15.0,1,0.0,5,2,0.0
2008.0,24.0,14.0,1,1.0,5,3,0.0
2007.0,23.0,18.0,1,0.0,0,0,0.0
2007.0,14.0,16.0,1,0.0,0,3,0.0
2006.0,34.0,11.0,1,0.0,5,0,1.0
2006.0,14.0,11.0,1,0.0,0,0,0.0
2006.0,24.0,15.0,1,0.0,0,0,0.0
2006.0,35.0,15.0,1,0.0,0,2,0.0
2006.0,21.0,16.0,1,0.0,0,0,0.0
2005.0,32.0,14.0,1,0.0,5,2,0.0
2005.0,18.0,13.0,1,0.0,0,0,0.0
2005.0,48.0,16.0,1,0.0,0,0,0.0
2004.0,22.0,14.0,1,0.0,5,3,0.0
2004.0,21.0,14.0,1,0.0,5,0,0.0
2004.0,24.0,3.0,-1,1.0,5,3,1.0
2003.0,17.0,13.0,1,0.0,0,0,0.0
2003.0,11.0,13.0,1,0.0,0,3,0.0
2002.0,21.0,13.0,1,0.0,0,0,0.0
2002.0,9.0,17.0,1,0.0,0,1,0.0
2002.0,11.0,14.0,1,0.0,0,1,0.0
2002.0,50.0,10.0,1,0.0,0,0,0.0
2002.0,16.0,16.0,1,0.0,0,3,0.0
2002.0,44.0,14.0,1,1.0,5,2,0.0
2001.0,44.0,14.0,1,0.0,0,2,0.0
2001.0,44.0,13.0,1,0.0,5,2,0.0
2001.0,24.0,14.0,1,1.0,0,2,0.0
2001.0,48.0,14.0,1,0.0,0,0,0.0
2001.0,18.0,14.0,1,0.0,0,0,0.0
2001.0,42.0,18.0,1,0.0,5,0,0.0
2001.0,24.0,17.0,1,0.0,5,0,0.0
2001.0,40.0,10.0,1,0.0,5,0,0.0
2000.0,31.0,22.0,1,1.0,5,2,0.0
2000.0,25.0,13.0,1,0.0,0,0,0.0
2000.0,15.0,14.0,1,0.0,5,0,0.0
2000.0,17.0,16.0,1,0.0,0,0,0.0
1999.0,39.0,19.0,1,0.0,0,0,0.0
1999.0,28.0,14.0,1,0.0,0,0,0.0
1999.0,62.0,11.0,1,0.0,0,0,0.0
1999.0,43.0,10.0,1,0.0,0,0,0.0
1997.0,33.0,14.0,1,0.0,5,3,1.0
1997.0,19.0,9.0,1,0.0,0,0,0.0
1996.0,24.0,14.0,1,0.0,5,3,0.0
1995.0,17.0,14.0,1,0.0,0,0,0.0
1995.0,25.0,17.0,1,0.0,0,0,0.0
1995.0,24.0,14.0,1,1.0,0,3,0.0
1994.0,24.0,14.0,1,0.0,0,0,0.0
1993.0,27.0,15.0,1,0.0,5,3,1.0
1993.0,15.0,14.0,1,0.0,5,0,0.0
1993.0,24.0,15.0,1,1.0,5,3,0.0
1992.0,30.0,17.0,1,0.0,0,0,0.0
1992.0,30.0,14.0,1,0.0,5,3,0.0
1992.0,24.0,14.0,1,0.0,0,0,0.0
1992.0,36.0,17.0,1,0.0,5,2,0.0
1991.0,24.0,16.0,1,0.0,0,2,1.0
1991.0,42.0,14.0,1,0.0,0,1,0.0
1991.0,24.0,17.0,1,0.0,0,0,0.0
1990.0,24.0,14.0,1,0.0,0,0,0.0
1989.0,31.0,14.0,1,0.0,5,1,0.0
1989.0,24.0,14.0,1,0.0,0,0,0.0
1989.0,24.0,15.0,1,0.0,5,0,0.0
1988.0,38.0,14.0,1,0.0,5,0,0.0
1988.0,24.0,18.0,1,0.0,5,0,0.0
1988.0,22.0,14.0,1,0.0,5,3,0.0
1987.0,32.0,18.0,1,0.0,0,0,0.0
1985.0,16.0,15.0,1,0.0,0,0,0.0
1983.0,29.0,10.0,1,0.0,5,2,0.0
1983.0,17.0,14.0,1,0.0,0,3,0.0
1982.0,24.0,14.0,1,0.0,5,2,0.0
1981.0,24.0,9.0,1,0.0,0,0,0.0
1981.0,15.0,14.0,1,0.0,0,0,0.0
1979.0,19.0,14.0,1,1.0,5,2,1.0
1979.0,24.0,14.0,1,0.0,5,2,0.0
1979.0,19.0,13.0,1,0.0,5,0,0.0
1978.0,27.0,14.0,1,0.0,0,3,0.0
1975.0,20.0,14.0,1,0.0,5,1,0.0
1975.0,21.0,14.0,1,0.0,5,0,0.0
1975.0,14.0,9.0,1,0.0,0,1,0.0
1975.0,29.0,14.0,1,0.0,5,2,0.0
1975.0,18.0,14.0,1,0.0,5,3,0.0
1974.0,32.0,14.0,1,0.0,5,3,0.0
1973.0,13.0,15.0,1,0.0,0,0,0.0
1970.0,24.0,14.0,1,0.0,5,2,1.0
1970.0,24.0,22.0,1,0.0,5,3,0.0
1970.0,24.0,14.0,1,1.0,0,0,0.0
1969.0,24.0,15.0,1,0.0,0,3,0.0
1968.0,28.0,22.0,1,1.0,0,3,0.0
1967.0,20.0,15.0,1,0.0,0,3,0.0
1966.0,24.0,14.0,1,1.0,5,3,0.0
1966.0,33.0,15.0,1,0.0,5,3,0.0
1966.0,29.0,10.0,1,0.0,0,0,0.0
1965.0,24.0,9.0,1,0.0,5,3,1.0
1965.0,24.0,12.0,1,0.0,5,1,1.0
1965.0,18.0,14.0,1,0.0,0,3,0.0
1964.0,19.0,14.0,1,0.0,5,0,0.0
1963.0,20.0,13.0,1,0.0,5,3,0.0
1962.0,32.0,8.0,1,0.0,5,1,1.0
1962.0,21.0,14.0,1,0.0,0,1,0.0
1961.0,24.0,14.0,1,1.0,5,2,0.0
1960.0,24.0,14.0,1,1.0,5,3,1.0
1960.0,24.0,14.0,1,0.0,5,2,0.0
1960.0,36.0,8.0,1,1.0,0,2,0.0
1959.0,24.0,22.0,1,1.0,5,2,0.0
1959.0,24.0,1.0,-1,1.0,0,0,0.0
1959.0,24.0,14.0,1,0.0,5,1,1.0
1959.0,26.0,14.0,1,0.0,0,2,1.0
1959.0,24.0,14.0,1,0.0,5,2,0.0
1958.0,24.0,7.0,1,0.0,5,1,1.0
1958.0,24.0,14.0,1,0.0,5,3,0.0
1957.0,24.0,14.0,1,0.0,5,2,1.0
1954.0,13.0,14.0,1,1.0,5,3,0.0
1954.0,30.0,14.0,1,0.0,5,2,0.0
1952.0,24.0,14.0,1,0.0,5,0,0.0
1951.0,16.0,14.0,1,0.0,5,1,1.0
1951.0,23.0,15.0,1,0.0,5,0,0.0
1950.0,24.0,14.0,1,0.0,5,3,1.0
1949.0,32.0,15.0,1,1.0,5,0,0.0
1949.0,24.0,14.0,1,0.0,5,0,0.0
1947.0,13.0,16.0,1,0.0,5,1,0.0
1946.0,14.0,14.0,1,0.0,5,1,0.0
1946.0,18.0,12.0,1,0.0,5,1,0.0
1946.0,24.0,14.0,1,1.0,5,3,0.0
1944.0,24.0,14.0,1,0.0,5,3,0.0
1943.0,24.0,14.0,1,1.0,0,3,0.0
1943.0,20.0,14.0,1,0.0,5,0,1.0
1943.0,24.0,14.0,1,1.0,0,1,0.0
1942.0,24.0,14.0,1,1.0,5,3,0.0
1942.0,24.0,14.0,1,1.0,5,3,0.0
1940.0,17.0,14.0,1,0.0,5,3,0.0
1939.0,24.0,14.0,1,0.0,5,2,0.0
1937.0,20.0,14.0,1,0.0,5,2,0.0
1936.0,24.0,14.0,1,1.0,5,3,1.0
1936.0,24.0,14.0,1,0.0,5,3,0.0
1935.0,38.0,22.0,1,0.0,5,0,1.0
1935.0,27.0,12.0,1,0.0,5,1,1.0
1934.0,13.0,20.0,1,0.0,5,3,0.0
1934.0,38.0,14.0,1,0.0,5,1,1.0
1934.0,24.0,12.0,1,0.0,5,3,0.0
1931.0,24.0,14.0,1,0.0,5,3,0.0
